PERSON_0 , PERSON_1 's sister , wanted to have NUMBER_0 bracelets with star-shaped stones . She also bought NUMBER_1 star-shaped stones from the local store and gave it to PERSON_1 . How many star-shaped stones will there be in each of the bracelet PERSON_1 makes for PERSON_0 ?	NUMBER_0 * VAR_0 = NUMBER_1
Hockey teams receive NUMBER_0 points when they win and NUMBER_1 point when they tie . NUMBER_2 season , a team won a championship with NUMBER_3 points . They won NUMBER_4 games more than they tied . How many wins and ties did the team have ?	( NUMBER_0 * VAR_0 ) + ( NUMBER_2 * VAR_1 ) = NUMBER_3 ; VAR_0 = NUMBER_4 + VAR_1
PERSON_0 has NUMBER_0 bananas . She gets NUMBER_1 more from PERSON_1 . How many bananas does PERSON_0 have in all ?	VAR_0 = ( NUMBER_0 + NUMBER_1 )
There are NUMBER_0 walnut trees currently in the park . Park workers will plant walnut trees today . When the workers are finished there will be NUMBER_1 walnut trees in the park . How many walnut trees did the workers plant today ?	VAR_0 = NUMBER_1 - NUMBER_0
In Shannon 's apartment complex , NUMBER_0 the apartments are one-bedroom apartments and NUMBER_1 are two-bedroom apartments . What fraction of the apartments are either 1 - or two-bedroom apartments ?	VAR_0 = NUMBER_0 + NUMBER_1
PERSON_0 picked NUMBER_0 tulips and NUMBER_1 roses to make flower bouquets . If she only used NUMBER_2 of the flowers though , how many extra flowers did PERSON_0 pick ?	VAR_0 = ( ( NUMBER_0 + NUMBER_1 ) - NUMBER_2 )
For the school bake sale PERSON_0 made pastries . She baked NUMBER_0 cupcakes and NUMBER_1 cookies . After the sale she had NUMBER_2 to take back home . How many pastries did she sell ?	VAR_0 = ( ( NUMBER_0 + NUMBER_1 ) - NUMBER_2 )
There were NUMBER_0 roses in the vase . PERSON_0 cut some roses from her flower garden . There are now NUMBER_1 roses in the vase . How many roses did she cut ?	NUMBER_0 + VAR_0 = NUMBER_1
For the school bake sale PERSON_0 made NUMBER_0 cupcakes . If she sold NUMBER_1 of them and then made NUMBER_2 more , how many cupcakes would she have ?	VAR_0 = ( ( NUMBER_0 + NUMBER_2 ) - NUMBER_1 )
PERSON_0 was planting vegetables in her garden . She started with NUMBER_0 seeds and planted NUMBER_1 of them in the big garden and in each of her small gardens put NUMBER_2 seeds each . How many small gardens did PERSON_0 have ?	VAR_0 = ( ( NUMBER_0 - NUMBER_1 ) / NUMBER_2 )
PERSON_0 and her mom were picking carrots from their garden . PERSON_0 picked NUMBER_0 and her mother picked NUMBER_1 . If only NUMBER_2 of the carrots were good , how many bad carrots did they have ?	VAR_0 = ( ( NUMBER_0 + NUMBER_1 ) - NUMBER_2 )
For Halloween PERSON_0 scored NUMBER_0 pieces of candy . She ate NUMBER_1 pieces the first night and then her sister gave her NUMBER_2 more pieces . How many pieces of candy does PERSON_0 have now ?	VAR_0 = ( ( NUMBER_0 + NUMBER_2 ) - NUMBER_1 )
If PERSON_0 wandered for NUMBER_0 hours at NUMBER_1 miles per hour . How far did PERSON_0 go ?	VAR_0 = ( NUMBER_0 * NUMBER_1 )
There were a total of NUMBER_0 football games this year , NUMBER_1 are played at night . PERSON_0 missed NUMBER_2 of the games . How many football games did PERSON_0 go to in total ?	VAR_0 = NUMBER_0 - NUMBER_2
PERSON_0 earned NUMBER_0 dollars for each lawn he mowed . If he had NUMBER_1 lawns to mow , but forgot to mow NUMBER_2 of them , how much money did he actually earn ?	VAR_0 = ( NUMBER_0 * ( NUMBER_1 - NUMBER_2 ) )
PERSON_0 joined his school 's band . He bought a flute for $ NUMBER_0 , a music tool for $ NUMBER_1 , and a song book for $ NUMBER_2 . How much did PERSON_0 spend at the music store ?	VAR_0 = NUMBER_0 + NUMBER_1 + NUMBER_2
PERSON_0 had NUMBER_0 socks . If he threw away NUMBER_1 old ones that did n't fit and bought NUMBER_2 new ones , how many socks would he have ?	VAR_0 = ( ( NUMBER_0 + NUMBER_2 ) - NUMBER_1 )
There are NUMBER_0 animals total , all sheep and chickens . If there are NUMBER_1 legs total , how many of the NUMBER_2 animals are sheep ? How many are chickens ?	( 4.0 * VAR_0 ) + ( 2.0 * VAR_1 ) = NUMBER_1 ; VAR_0 + VAR_1 = NUMBER_2
Mrs. PERSON_0 wants to make a border around her garden . She needs NUMBER_0 rocks to complete the border . She has NUMBER_1 rocks . How many more rocks does she need to complete the border ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
While making desserts for a bake sale , PERSON_0 used NUMBER_0 scoop of brown sugar as well as NUMBER_1 scoop of white sugar . How much more brown sugar did PERSON_0 use ?	VAR_0 = NUMBER_0 - NUMBER_1
PERSON_0 recorded the snowfall every day during a snowstorm . He recorded NUMBER_0 of a centimeter on Wednesday , NUMBER_1 of a centimeter on Thursday , and NUMBER_2 of a centimeter on Friday . How many total centimeters of snow did Logan record ?	NUMBER_1 + NUMBER_1 + NUMBER_2 = VAR_0
NUMBER_0 the students in the band are in the trumpet section . NUMBER_1 the students in the band are in the trombone section . What fraction of the students in the band are in either the trumpet section or the trombone section ?	VAR_0 = NUMBER_0 + NUMBER_1
PERSON_0 has NUMBER_0 oranges that must be put away in boxes . PERSON_1 comes to help and brings 16 cookies to share with PERSON_0 . If there are NUMBER_1 boxes , how many oranges must go in each box ?	VAR_0 = ( NUMBER_0 / NUMBER_1 )
A plane flies NUMBER_0 miles with a tail wind in NUMBER_1 hours . The same plane takes NUMBER_2 hours to make the return trip against the wind . What is the speed of the plane in still air ?	( VAR_0 + VAR_1 ) * NUMBER_1 = NUMBER_0 ; ( VAR_0 - VAR_1 ) * NUMBER_2 = NUMBER_0
PERSON_0 is baking a cake . The recipe wants NUMBER_0 cups of flour . She already put in NUMBER_1 cups . How many more cups does she need to add ?	NUMBER_0 = NUMBER_1 + VAR_0
PERSON_0 has NUMBER_0 blue marbles . PERSON_0 has NUMBER_1 times more blue marbles than PERSON_1 . How many blue marbles does PERSON_1 have ?	NUMBER_0 / NUMBER_1 = VAR_0
For Halloween PERSON_0 and her sister combined the candy they received . PERSON_0 had NUMBER_0 pieces of candy while her sister had NUMBER_1 . If they ate NUMBER_2 pieces the first night , how many pieces do they have left ?	VAR_0 = ( ( NUMBER_0 + NUMBER_1 ) - NUMBER_2 )
PERSON_0 has NUMBER_0 apples . PERSON_1 takes NUMBER_1 away . How many apples will Ruby have ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
PERSON_0 baked NUMBER_0 brownies , but needed NUMBER_1 total for her party . If she used NUMBER_2 cups of flour on each one , how much cups of flour does she still need ?	VAR_0 = ( NUMBER_2 * ( NUMBER_1 - NUMBER_0 ) )
PERSON_0 bought two coloring books . One had NUMBER_0 pictures and the other had NUMBER_1 . After one week she had already colored NUMBER_2 of the pictures . How many pictures does she still have to color ?	VAR_0 = ( ( NUMBER_0 + NUMBER_1 ) - NUMBER_2 )
PERSON_0 wants to split a collection of bottle caps into groups of NUMBER_0 . PERSON_0 has NUMBER_1 bottle caps . How many groups will be created ?	VAR_0 = ( NUMBER_1 / NUMBER_0 )
If PERSON_0 jogged NUMBER_0 kilometers at NUMBER_1 kilometers per hour , how long was PERSON_0 jogging ?	VAR_0 = ( NUMBER_0 / NUMBER_1 )
PERSON_0 needs to read a NUMBER_0 page book for school . He has already read NUMBER_1 pages . How many pages does he have left to read ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
PERSON_0 starts with NUMBER_0 Skittles . NUMBER_1 are eaten by a hippopotamus . How many Skittles does PERSON_0 end with ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
There are NUMBER_0 erasers in a box . PERSON_0 has 15 erasers in a bag . PERSON_1 takes NUMBER_1 erasers out of the box . How many erasers are left in the box ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
Mr. PERSON_0 bought NUMBER_0 doughnuts packed equally into NUMBER_1 boxes . How many doughnuts were in each box ?	NUMBER_0 / NUMBER_1 = VAR_0
There are NUMBER_0 crayons in the drawer and NUMBER_1 crayons on the desk . PERSON_0 placed NUMBER_2 crayons and 8 scissors on the desk . How many crayons are now there in total ?	VAR_0 = NUMBER_0 + NUMBER_1 + NUMBER_2
PERSON_0 earned NUMBER_0 points for each bag of cans she recycled . If she had NUMBER_1 bags , but did n't recycle NUMBER_2 of them , how many points would she have earned ?	VAR_0 = ( NUMBER_0 * ( NUMBER_1 - NUMBER_2 ) )
PERSON_0 saved checking on the grapevines for his last stop . He was told by one of the pickers that they fill NUMBER_0 drums of grapes per day . How many drums of grapes would be filled in NUMBER_1 days ?	NUMBER_0 * NUMBER_1 = VAR_0
PERSON_0 went to NUMBER_0 soccer games this year , but missed 12 . She went to NUMBER_1 games last year and plans to go to NUMBER_2 games next year . How many soccer games will PERSON_0 go to in all ?	VAR_0 = NUMBER_0 + NUMBER_1 + NUMBER_2
The school is selling tickets to a performance . They have adult and child tickets . Each adult ticket is NUMBER_0 dollars and each child ticket is NUMBER_1 dollars . By the end of the week , there was NUMBER_2 dollars in sales from NUMBER_3 tickets sold . How many adult tickets were sold ? How many child tickets ?	( NUMBER_0 * VAR_0 ) + ( NUMBER_1 * VAR_1 ) = NUMBER_2 ; VAR_0 + VAR_1 = NUMBER_3
PERSON_0 spent $ NUMBER_0 on a rabbit toy , $ NUMBER_1 on pet food , and a cage cost him $ NUMBER_2 . He found a dollar bill on the ground . What was the total cost of PERSON_0 's purchases ?	VAR_0 = NUMBER_0 + NUMBER_1 + NUMBER_2
PERSON_0 had NUMBER_0 pages of math homework and NUMBER_1 pages of reading homework . If each page had NUMBER_2 problems on it , how many problems did she have to complete total ?	VAR_0 = ( NUMBER_2 * ( NUMBER_0 + NUMBER_1 ) )
What is the msrp for a hummer H1 that sold for NUMBER_0 dollars after an NUMBER_1 % discount ?	VAR_0 - ( ( NUMBER_1 * 0.01 ) * VAR_0 ) = NUMBER_0
PERSON_0 starts with NUMBER_0 eggs . He gives NUMBER_1 to PERSON_1 . How many eggs does PERSON_0 end with ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
PERSON_0 has 9 bottle caps . PERSON_1 has with NUMBER_0 bottle caps . PERSON_1 finds another NUMBER_1 . How many bottle caps does PERSON_1 end with ?	VAR_0 = ( NUMBER_0 + NUMBER_1 )
NUMBER_0 birds were sitting in a tree . Some more fly up to the tree . Then there were NUMBER_1 birds in the tree . How many more fly up to the tree ?	VAR_0 = ( NUMBER_1 - NUMBER_0 )
PERSON_0 's high school played NUMBER_0 soccer games this year . She attended NUMBER_1 games . How many soccer games did PERSON_0 miss ?	NUMBER_0 = NUMBER_1 + VAR_0
PERSON_0 has NUMBER_0 oranges stored in boxes . If there are NUMBER_1 boxes , how many oranges must go in each box ?	VAR_0 = ( NUMBER_0 / NUMBER_1 )
PERSON_0 found NUMBER_0 seashells and 25 starfish on the beach . She gave NUMBER_1 of the seashells to PERSON_1 . How many seashells does PERSON_0 now have ?	VAR_0 = NUMBER_0 - NUMBER_1
PERSON_0 has NUMBER_0 fish . How many more fish does PERSON_0 need to buy to have NUMBER_1 fish ?	NUMBER_0 + VAR_0 = NUMBER_1
NUMBER_0 books are to be bought by a student . Some cost NUMBER_1 dollars each and the remainder cost NUMBER_2 dollars each . The total amount spent was NUMBER_3 dollars . How many 6-dollar books were sold ? How many 6.50-dollar books were sold ?	( NUMBER_1 * VAR_0 ) + ( NUMBER_2 * VAR_1 ) = NUMBER_3 ; VAR_0 + VAR_1 = NUMBER_0
PERSON_0 has NUMBER_0 whistles . He has NUMBER_1 more whistles that PERSON_1 . How many whistles does PERSON_1 have ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
A semi truck travels on a paved road for NUMBER_0 hours at an average speed of NUMBER_1 miles per hour faster than it travels on a dirt road . The time spent on the dirt is NUMBER_2 hours . If the entire trip is NUMBER_3 miles , how fast is the truck traveling on the dirt road ?	( NUMBER_0 * VAR_0 ) + ( NUMBER_2 * VAR_1 ) = NUMBER_3 ; VAR_0 = NUMBER_1 + VAR_1
A bee colony produced NUMBER_0 pounds of honey , but bears ate NUMBER_1 pounds of it . How much honey remains ?	VAR_0 = NUMBER_0 - NUMBER_1
PERSON_0 's science class weighed plastic rings for an experiment . They found that the orange ring weighed NUMBER_0 of an ounce , the purple ring weighed NUMBER_1 of an ounce , and the white ring weighed NUMBER_2 of an ounce . What was the total weight of the plastic rings ?	NUMBER_0 + NUMBER_1 + NUMBER_2 = VAR_0
There were NUMBER_0 friends playing a video game online when NUMBER_1 players quit . If each player left had NUMBER_2 lives , how many lives did they have total ?	VAR_0 = ( NUMBER_2 * ( NUMBER_0 - NUMBER_2 ) )
There are NUMBER_0 eggs in each box . How many eggs are in NUMBER_1 boxes ?	VAR_0 = ( NUMBER_0 * NUMBER_1 )
A teacher has NUMBER_0 pieces of candy . If there are NUMBER_1 students , and the candy is divided evenly , How many pieces will each student get ?	NUMBER_0 / NUMBER_1 = VAR_0
PERSON_0 was NUMBER_0 when her first son was born . Today the sum of their ages is NUMBER_1 . How old is PERSON_0 and her son now ?	VAR_0 + VAR_1 = NUMBER_1 ; VAR_0 = NUMBER_0 + VAR_1
A plane flying with a tail wind flew at a speed of NUMBER_0 miles per hour , relative to the ground . When flying against the tailwind , it flew at a speed of NUMBER_1 miles per hour . Find the speed of the tailwind .	VAR_0 + VAR_1 = NUMBER_0 ; VAR_0 - VAR_1 = NUMBER_1
Carefully following a recipe , PERSON_0 used exactly NUMBER_0 cup of oil and NUMBER_1 cups of water . How many cups of liquid did PERSON_0 use in all ?	VAR_0 = NUMBER_0 + NUMBER_1
NUMBER_0 owls were sitting on the fence . NUMBER_1 more owls joined them . How many owls are on the fence now ?	VAR_0 = ( NUMBER_0 + NUMBER_1 )
PERSON_0 uploaded NUMBER_0 pictures from her phone and NUMBER_1 from her camera to facebook . If she sorted the pics into NUMBER_2 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?	VAR_0 = ( ( NUMBER_0 + NUMBER_1 ) / NUMBER_2 )
PERSON_0 had NUMBER_0 marbles . He gave NUMBER_1 to PERSON_1 . How many does he have left ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
White t-shirts can be purchased in packages of NUMBER_0 . If PERSON_0 buys NUMBER_1 packages , how many white t-shirts will Mom have ?	NUMBER_0 * NUMBER_1 = VAR_0
A cosmetologist has a bottle of NUMBER_0 % hydrogen peroxide solution and a bottle of NUMBER_1 % hydrogen peroxide solution . The cosmetologist needs NUMBER_2 milliliters of a NUMBER_3 % hydrogen peroxide solution . Find how many milliliters of each solution the cosmetologist needs to mix together .	( ( NUMBER_0 * 0.01 ) * VAR_0 ) + ( ( NUMBER_1 * 0.01 ) * VAR_1 ) = NUMBER_3 * 0.01 * NUMBER_2 ; VAR_0 + VAR_1 = NUMBER_2
PERSON_0 has NUMBER_0 apples . PERSON_1 has 11 apples . He shares NUMBER_1 with PERSON_2 . How many apples will PERSON_0 have ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
While making desserts for a bake sale , PERSON_0 used NUMBER_0 of a scoop of brown sugar as well as NUMBER_1 of a scoop of white sugar . How much more brown sugar did PERSON_0 use ?	NUMBER_0 - NUMBER_1 = VAR_0
PERSON_0 picked NUMBER_0 apples . Her brother picked NUMBER_1 apples . How many times as many apples did PERSON_0 pick ?	VAR_0 = ( NUMBER_0 / NUMBER_1 )
You are selling tickets to your school musical . Adult tickets cost NUMBER_0 dollars and children 's tickets cost NUMBER_1 dollars . You sell NUMBER_2 tickets and collect NUMBER_3 dollars . Determine How many adult tickets were sold ? How many children 's tickets were sold ?	( NUMBER_0 * VAR_0 ) + ( NUMBER_1 * VAR_1 ) = NUMBER_3 ; VAR_0 + VAR_1 = NUMBER_2
PERSON_0 has NUMBER_0 cards . PERSON_1 takes NUMBER_1 away . How many cards will PERSON_0 have ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
PERSON_0 was organizing her book case making sure each of the shelves had exactly NUMBER_0 books on it . If she had NUMBER_1 shelves of mystery books and NUMBER_2 shelves of picture books , how many books did she have total ?	VAR_0 = ( NUMBER_0 * ( NUMBER_1 + NUMBER_2 ) )
For a birthday party PERSON_0 bought NUMBER_0 regular sodas and NUMBER_1 diet sodas . If his fridge would only hold NUMBER_2 on each shelf , how many shelves would he fill up ?	VAR_0 = ( ( NUMBER_0 + NUMBER_1 ) / NUMBER_2 )
PERSON_0 and PERSON_1 fly from Philly to Chicago , it takes NUMBER_0 hours to go West and NUMBER_1 hours to fly East . The trip is NUMBER_2 miles one way . If the wind speed is the same on each trip , find the speed of the wind and find the speed of the plane in the still air , in miles per hour .	( VAR_0 + VAR_1 ) * NUMBER_1 = NUMBER_2 ; ( VAR_0 - VAR_1 ) * NUMBER_0 = NUMBER_2
Two rainstorms occurred in one week in a certain area . The first storm lasted NUMBER_0 hours , and the second storm lasted NUMBER_1 hours , for a total NUMBER_2 milliliters of rain . What was the rate of rainfall in milliliters per hour for the first and second storms if the sum of the two rates was NUMBER_3 milliliters per hour ?	( NUMBER_0 * VAR_0 ) + ( NUMBER_1 * VAR_1 ) = NUMBER_2 ; VAR_0 + VAR_1 = NUMBER_3
You buy NUMBER_0 boxes of candy and spend NUMBER_1 dollars . A box of peppermint cost NUMBER_2 dollars and a box of candy canes cost NUMBER_3 dollars a box . How many boxes of peppermint did you buy ? How many boxes of candy canes ?	( NUMBER_2 * VAR_0 ) + ( NUMBER_3 * VAR_1 ) = NUMBER_1 ; VAR_0 + VAR_1 = NUMBER_0
NUMBER_0 is divided in two parts such that NUMBER_1 time the first part added to NUMBER_2 times the second part makes NUMBER_3 . What is the first part ?	( NUMBER_1 * VAR_0 ) + ( NUMBER_2 * VAR_1 ) = NUMBER_3 ; VAR_0 + VAR_1 = NUMBER_0
You sell tickets for admission to your school play and collect a total of NUMBER_0 dollars . Admission prices are NUMBER_1 dollars for adults and NUMBER_2 dollars for children . You sold NUMBER_3 tickets . How many adult tickets did you sell ? How many children tickets did you sell ?	( NUMBER_1 * VAR_0 ) + ( NUMBER_2 * VAR_1 ) = NUMBER_0 ; VAR_0 + VAR_1 = NUMBER_3
PERSON_0 starts with NUMBER_0 pencils . He gives NUMBER_1 to PERSON_1 . How many pencils does PERSON_0 end with ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
PERSON_0 had NUMBER_0 coloring books . If she gave away NUMBER_1 of them , but then bought NUMBER_2 more , how many would she have total ?	VAR_0 = ( ( NUMBER_0 + NUMBER_2 ) - NUMBER_1 )
PERSON_0 filled a bucket with NUMBER_0 gallon of water . A few minutes later , she realized only NUMBER_1 gallon of water remained . How much water had leaked out of the bucket ?	VAR_0 = NUMBER_0 - NUMBER_1
In a family there are 2 cars . The sum of the average miles per gallon obtained by the two cars in a particular week is NUMBER_0 . The first car has consumed NUMBER_1 gallons during that week , and the second car has consumed NUMBER_2 gallons , for a total of NUMBER_3 miles driven by the two cars combined . What was the average gas mileage obtained by each of the 2 cars that week ?	( NUMBER_1 * VAR_0 ) + ( NUMBER_2 * VAR_1 ) = NUMBER_3 ; VAR_0 + VAR_1 = NUMBER_0
PERSON_0 had NUMBER_0 socks . If he threw away NUMBER_1 old ones that did n't fit and bought NUMBER_2 new ones , how many socks would he have ?	VAR_0 = ( ( NUMBER_0 + NUMBER_2 ) - NUMBER_1 )
PERSON_0 had NUMBER_0 books . If he sold NUMBER_1 of them and used the money he earned to buy NUMBER_2 new books , how many books would Adam have ?	VAR_0 = ( ( NUMBER_0 + NUMBER_2 ) - NUMBER_1 )
PERSON_0 had NUMBER_0 books . If he sold NUMBER_1 of them and used the money he earned to buy NUMBER_2 new books , how many books would PERSON_0 have ?	VAR_0 = ( ( NUMBER_0 + NUMBER_2 ) - NUMBER_1 )
PERSON_0 decided to sell all of her old books . She gathered up NUMBER_0 books to sell . She sold NUMBER_1 books in a yard sale . How many books does PERSON_0 now have ?	VAR_0 = NUMBER_0 - NUMBER_1
The Richmond Tigers sold a total of NUMBER_0 tickets last season . If they sold NUMBER_1 tickets in the first half of the season , how many tickets did they sell in the second half ?	VAR_0 = NUMBER_0 - NUMBER_1
PERSON_0 invested her NUMBER_0 dollars bonus and received a total of NUMBER_1 dollars in interest after one year . If part of the money returned NUMBER_2 % and the remainder NUMBER_3 % then how much did she invest at each rate ?	( ( NUMBER_3 * 0.01 ) * VAR_0 ) + ( ( NUMBER_2 * 0.01 ) * VAR_1 ) = NUMBER_1 ; VAR_0 + VAR_1 = NUMBER_0
Last Saturday , PERSON_0 walked all over town running errands . First , he walked NUMBER_0 of a mile from his house to the library and NUMBER_1 of a mile from the library to the post office . Then he walked NUMBER_2 of a mile from the post office back home . How many miles did PERSON_0 walk in all ?	NUMBER_0 + NUMBER_1 + NUMBER_2 = VAR_0
In 1 week , a music store sold NUMBER_0 violins for a total of NUMBER_1 dollars . 2 different types were sold . One cost NUMBER_2 dollars and the other cost NUMBER_3 dollars . How many 200-dollar violins were sold ? How many 300-dollar violins were sold ?	( NUMBER_2 * VAR_0 ) + ( NUMBER_3 * VAR_1 ) = NUMBER_1 ; VAR_0 + VAR_1 = NUMBER_0
PERSON_0 had NUMBER_0 cards . PERSON_1 gave her NUMBER_1 new cards . PERSON_0 bought NUMBER_2 cards . How many cards does PERSON_0 have now ?	NUMBER_0 + NUMBER_1 + NUMBER_2 = VAR_0
There are NUMBER_0 pencils in the drawer . PERSON_0 placed NUMBER_1 more pencils in the drawer . How many pencils are now there in total ?	NUMBER_0 + NUMBER_1 = VAR_0
PERSON_0 got a box of NUMBER_0 crayons for his birthday . At the end of the school year , he only had NUMBER_1 left . How many crayons had been lost or given away ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
A bricklayer lays an average of NUMBER_0 bricks per hour . During a job , he is called away and replaced by a less experienced man , who averages NUMBER_1 bricks per hour . The two men laid NUMBER_2 bricks in NUMBER_3 hours . How long did each work ?	( NUMBER_0 * VAR_0 ) + ( NUMBER_1 * VAR_1 ) = NUMBER_2 ; VAR_0 + VAR_1 = NUMBER_3
PERSON_0 starts with NUMBER_0 Skittles . She shares NUMBER_1 with PERSON_1 . How many Skittles does PERSON_0 end with ?	VAR_0 = ( NUMBER_0 - NUMBER_1 )
PERSON_0 removes NUMBER_0 pencils from a jar . There were originally NUMBER_1 pencils in the jar . How many pencils are left in the jar ?	VAR_0 = ( NUMBER_1 - NUMBER_0 )
PERSON_0 starts with NUMBER_0 tickets . He buys NUMBER_1 more . How many tickets does PERSON_0 end with ?	VAR_0 = ( NUMBER_0 + NUMBER_1 )
PERSON_0 has NUMBER_0 books . PERSON_1 has NUMBER_1 books . How many books do they have together ?	NUMBER_0 + NUMBER_1 = VAR_0
PERSON_0 has an aquarium with NUMBER_0 fish . She wants to buy NUMBER_1 more fish . How many fish would PERSON_0 have then ?	VAR_0 = ( NUMBER_0 + NUMBER_1 )
There are NUMBER_0 known nesting pairs of bald eagles in the lower 48 states today . This is NUMBER_1 more pairs than in 1963 . How many nesting pairs of bald eagles were there in the lower 48 states in 1963 ?	NUMBER_1 + VAR_0 = NUMBER_0
PERSON_0 made NUMBER_0 dollars mowing lawns and NUMBER_1 dollars weed eating . If he only spent NUMBER_2 dollar a week , how long would the money last him ?	VAR_0 = ( ( NUMBER_0 + NUMBER_1 ) / NUMBER_2 )
PERSON_0 had NUMBER_0 coloring books . If she gave away NUMBER_1 of them , but then bought NUMBER_2 more , how many would she have total ?	VAR_0 = ( ( NUMBER_0 + NUMBER_2 ) - NUMBER_1 )
There are NUMBER_0 students in an Algebra 1 class . There are NUMBER_1 fewer girls than boys . How many girls are in the class ?	VAR_0 + VAR_1 = NUMBER_0 ; VAR_0 = NUMBER_1 + VAR_1
PERSON_0 did a running drill to get in shape for soccer season . First , PERSON_0 ran NUMBER_0 of a mile . Then she ran NUMBER_1 of a mile and NUMBER_2 of a mile more . How many miles did PERSON_0 run in total ?	NUMBER_1 + NUMBER_1 + NUMBER_2 = VAR_0
Each child has NUMBER_0 pencils . If there are NUMBER_1 children , how many pencils are there in total ?	VAR_0 = ( NUMBER_0 * NUMBER_1 )
PERSON_0 baked NUMBER_0 brownies , but needed NUMBER_1 total for her party . If she used NUMBER_2 cups of flour on each one , how much cups of flour does she still need ?	VAR_0 = ( NUMBER_2 * ( NUMBER_1 - NUMBER_2 ) )
Each child has NUMBER_0 bottle caps . If there are NUMBER_1 children , how many bottle caps are there in total ?	VAR_0 = ( NUMBER_0 * NUMBER_1 )
PERSON_0 's old washing machine could only wash NUMBER_0 pieces of clothing at a time . If she had to wash NUMBER_1 shirts and NUMBER_2 sweaters how many loads would she have to do ?	VAR_0 = ( ( NUMBER_1 + NUMBER_2 ) / NUMBER_0 )
