六年级 （ 1 ） 班 有 [a] 名 同学 ， 女生 人数 是 全班 人数 的 [b] % ， 女生 有 多少 名 ？	x = [a] *( [b] / 100 )	{'[a]': '50', '[b]': '68'}	34
平行四边形 的 底边 长 [a] 分 米 ， 高 [b] 分 米 ， 面积 = 多少 平方分米 ．	x = [a] * [b]	{'[a]': '8', '[b]': '4.5'}	36
水果 大 卖场 运 来 苹果 [a] 千克 ， 比 运进 的 梨 少 [b] 千克 ， 运进 橘子 的 重量 是 梨 的 [c] 倍 ， 运进 橘子 多少 千克 ？	x = ( [a] + [b] ) * [c]	{'[a]': '185', '[b]': '65', '[c]': '3'}	750
小 丁丁 去 水果店 买 苹果 ， 按 原价 每千克 [a] 元 ， 他 带 的 钱 正好 可以 买 [b] 千克 ； 而 实际 苹果 现价 每千克 [c] 元 ， 现在 他 带 的 钱 最 多 可以 买 多少 千克 ？	x = [a] * [b] / [c]	{'[a]': '5.2', '[b]': '8', '[c]': '4'}	10.4
一 辆 公共汽车 上 有 [a] 个 空座位 ． 车 开 到 团结 站 ， 没有 人 下车 ， 但 上来 了 [b] 人 ， 空座位 还有 [c] 个 ， 上车 的 人 中 有 多少 人 站 着 ．	x = [b] - ( [a] - [c] )	{'[a]': '6', '[b]': '9', '[c]': '2'}	5
多少 / [a] = [b] … [c] ．	x = [b] * [a] + [c]	{'[a]': '7', '[b]': '23', '[c]': '3'}	164
汽车 从 甲地 开往 乙地 ， 每 小时 行 [a] 千米 ， [b] 小时 到达 ． 返回 时 速度 增加 到 每 小时 [c] 千米 ， 这样 需要 几小时 才能 回到 甲地 ？	x = [a] * [b] / [c]	{'[a]': '45', '[b]': '4', '[c]': '60'}	3
某 农具厂 加工 一批 零件 和 ， 原 计划 每天 加工 [a] 个 ， [b] 天 完成 ， 实际 每天 多 加工 [c] 个 ， 照 这样 计算 ， 提前 几天 就 能 完成 生产 任务 ？	x = [b] - [a] * [b] / ( [a] + [c] )	{'[a]': '360', '[b]': '18', '[c]': '72'}	3
一 个数 的 [a] 比 这个 数 的 [b] % 多 [c] ， 这个 数 = ？	x = [c] / ( [a] -( [b] / 100 ) )	{'[a]': '0.6', '[b]': '20', '[c]': '60'}	150
一 个 车间 9 月份 生产 零件 [a] 个 ， 比 计划 多 生产 [b] ， 计划 生产 零件 多少 个 ？	x = [a] / ( 1 + [b] )	{'[a]': '3600', '[b]': '0.125'}	3200
学校 有 男生 [a] 人 ， 是 男女生 总数 的 [b] % ， 有 女生 多少 人 ？	x = [a] /( [b] / 100 ) - [a]	{'[a]': '240', '[b]': '60'}	160
果园 里 有 [a] 棵 梨树 ， 桃树 棵 数 是 梨树 的 [b] ， 苹果树 棵 数 比 桃树 少 [c] ， 苹果树 比 桃树 少 多少 棵 ？	x = [a] * [b] * [c]	{'[a]': '120', '[b]': '0.8333333333333334', '[c]': '0.4'}	40
依法 纳税 是 每个 公民 的 义务 ． 张老师 上个月 的 工资总额 是 [a] 元 ， 按照 个人所得税法 的 有关 规定 ， 超过 [b] 元 的 部分 要 缴纳 [c] % 的 个人所得税 ， 那么 张老师 上个月 应 缴纳 个人所得税 多少 元 ？	x = ( [a] - [b] ) *( [c] / 100 )	{'[a]': '1900', '[b]': '1600', '[c]': '5'}	15
修 一条 长 [a] 米 的 公路 ， 第一天 修 了 全长 的 [b] ， 第 二 天 修 了 余下 的 [c] ， 还 剩 多少 米 没 修 ．	x = [a] - [a] * [b] - ( [a] - [a] * [b] ) * [c]	{'[a]': '2400', '[b]': '0.25', '[c]': '0.3333333333333333'}	1200
某 开发商 计划 投资 [a] 万元 兴建 厂房 ， 实际 投资 了 [b] 万元 ， 实际 投资 占 计划 投资 的 百分之几 ？	x = [b] / [a]	{'[a]': '350', '[b]': '301'}	86%
打字员 打 一部 书稿 ， 每 小时 打 [a] 千字 ， [b] 小时 完成 ， 如果 每 小时 打 [c] 千字 ， 几小时 能 打 完 这部 书稿 ？	x = [a] * [b] / [c]	{'[a]': '3.6', '[b]': '5', '[c]': '4.5'}	4
把 一段 长 [a] 米 的 钢管 锯 成 若干 相等 的 小 段 ， 一共 锯 了 [b] 次 ， 平均 每 段 钢管 长 多少 米 ？	x = [a] / ( [b] + 1 )	{'[a]': '0.625', '[b]': '4'}	((1)/(8))
多少 / [a] = [b] … [c] ．	x = [b] * [a] + [c]	{'[a]': '8', '[b]': '402', '[c]': '6'}	3222
某 厂 男 职工 是 女职工 的 [a] ， 女职工 占 全厂 人数 的 多少 ．	x = 1 / ( [a] + 1 )	{'[a]': '0.5384615384615384'}	((13)/(20))
按 有关 规定 ， 进口 某种 货物 需 交纳 货物 价值 [a] % 的 税 ． 某 公司 进口 了 一批 这种 货物 ， 交税 [b] 万元 ， 这 批 货物 价值 多少 万元 ．	x = [b] /( [a] / 100 )	{'[a]': '12', '[b]': '6'}	50
一 条 [a] 米 长 的 路 ， 修路 队 已经 修 了 [b] 米 ， 剩下 的 要 在 [c] 天 内 修 完 ， 每天 应该 至少 修 多少 米 ？	x = ( [a] - [b] ) / [c]	{'[a]': '500', '[b]': '380', '[c]': '5'}	24
一 块 平行四边形 的 街头 广告牌 ， 底 是 [a] 米 ， 高 是 [b] 米 ． 如果 要 油饰 这块 广告牌 ， 每平方米 用 油漆 [c] 千克 ， 需要 多少 千克 油漆 ？	x = [a] * [b] * [c]	{'[a]': '12.5', '[b]': '6.4', '[c]': '0.6'}	48
李老师 要 打 一篇 有 [a] 字 ， 已经 打 了 [b] 个 ， 剩下 的 如果 要 在 [c] 分钟 里 完成 ， 平均 每分钟 要 打 多少 个 字 ？	x = ( [a] - [b] ) / [c]	{'[a]': '2300', '[b]': '1700', '[c]': '4'}	150
王老师 家 的 书 可 多 了 ， 书房 内 并 排列 着 [a] 个 同样 的 书橱 ， 每个 书橱 有 [b] 层 ， 里面 的 书 都 放 得 整整齐齐 的 ， 我 数 了 其中 的 一层 共 [c] 本书 ， 同学 们 你 能 猜 一 猜 王老师 有 多少 本书 ？	x = [a] * [b] * [c]	{'[a]': '6', '[b]': '4', '[c]': '42'}	1008
[a] + [b] ^ [c] ．	x = [a] + [b] ^ [c]	{'[a]': '1999', '[b]': '999', '[c]': '2'}	1000000
[a] - [b] / [c] 的 商 ， 再 加上 [d] ， 结果 = ？	x = [a] - [b] / [c] + [d]	{'[a]': '3', '[b]': '2', '[c]': '6', '[d]': '5'}	7((2)/(3))
玫瑰花 每 只 [a] 元 ， 百合花 每 只 [b] 元 ． 小巧 买 了 [c] 只 玫瑰花 和 [d] 只 百合花 ， 一 共用 去 多少 元 ？	x = [a] * [c] + [b] * [d]	{'[a]': '1.8', '[b]': '2.5', '[c]': '5', '[d]': '3'}	16.5
一 辆 汽车 从 甲地 开往 乙地 ， 平均 每 小时 行 [a] 千米 ， [b] 小时 行 的 路程 正好 比 全程 的 [c] 多 [d] 千米 ． 从 甲地 到 乙地 全程 为 多少 千米 ？	x = ( [a] * [b] - [d] ) / [c]	{'[a]': '56', '[b]': '3', '[c]': '0.4', '[d]': '4'}	410
商店 有 一种 衣服 ， 原价 每件 [a] 元 ， 降价 后 每件 只 卖 [b] 元 ， 便宜 了 百分之几 ？	x = ( [a] - [b] ) / [a]	{'[a]': '40', '[b]': '34'}	15%
实验 小学 美术组 人数 是 科技 组 的 [a] ， 科技 组 人数 是 体育组 的 [b] ． 美术组 有 [c] 人 ， 体育组 有 多少 人 ？	x = [c] / [a] / [b]	{'[a]': '0.8333333333333334', '[b]': '1.3333333333333333', '[c]': '40'}	36
缝纫 厂 有 一段 [a] 米 长 的 布料 ， 每天 剪 去 [b] 米 ， 多少 天 剪 去 最后 一段 ．	x = [a] / [b] - 1	{'[a]': '18', '[b]': '2'}	8
大庆 路上 每隔 [a] 米 就 有 一盏 路灯 ， 吴 婷 从 某 一盏 路灯 开始 沿 大庆路 出发 ， 她 走 了 [b] 米 以后 停 在 一盏 路灯 下 ， 她 停 在 第 多少 盏 路灯 下 ．	x = [b] / [a] + 1	{'[a]': '40', '[b]': '360'}	10
5 （ 一 ） 班 有 [a] 人 参加 了 数学 兴趣小组 班 ， 占 全班同学 的 [b] ． 参加 美术组 的 人数 占 全班 人数 的 [c] ， 参加 美术组 的 同学 有 多少 名 ？	x = [a] / [b] * [c]	{'[a]': '18', '[b]': '0.3333333333333333', '[c]': '0.2222222222222222'}	12
山上 有 苹果树 [a] 棵 ， 桃树 比 苹果树 多 [b] ， 桃树 有 多少 棵 ？	x = [a] * ( 1 + [b] )	{'[a]': '200', '[b]': '0.2'}	240
王大爷 家 今年 收 稻谷 [a] 千克 ， 比 去年 增产 [b] ， 去年 收 稻谷 多少 千克 ？	x = [a] / ( 1 + [b] )	{'[a]': '4800', '[b]': '0.25'}	3840
乙 数 是 [a] ， 甲 数 比 乙 数 的 [b] 多 [c] ． 甲 数 = ？	x = [a] * [b] + [c]	{'[a]': '36', '[b]': '0.3333333333333333', '[c]': '6'}	18
建筑工地 运 来 [a] 块 青砖 ， 运 的 红砖 是 青砖 的 [b] % ， 两种 砖 共运 来 多少 块 ？	x = [a] *( [b] / 100 ) + [a]	{'[a]': '6000', '[b]': '75'}	10500
学校 买 了 [a] 盒 钢笔 ， 每盒 [b] 枝 ， 每支 钢笔 [c] 元 ， 一共 花 了 多少 元 ？	x = [a] * [b] * [c]	{'[a]': '4', '[b]': '8', '[c]': '25'}	800
[a] + [b] = ．	x = [a] + [b]	{'[a]': '0.3333333333333333', '[b]': '0.25'}	((7)/(12))
马路 的 一边 原来 每隔 [a] 米 装 一支 木 电杆 ， 共 装 了 [b] 支 ， 现在 换成 水泥 电杆 ， 每隔 [c] 米 装 一根 即可 ， 只 装 多少 根 就 行 ．	x = [a] * ( [b] - 1 ) / [c] + 1	{'[a]': '14', '[b]': '56', '[c]': '35'}	23
陕西 的 兵马俑 被称作 “ 世界 8 大 奇迹 之一 ” ， 共有 [a] 件 陶俑 ， 其中 步兵 俑 占 陶俑 总数 的 [b] % ， 其他 陶俑 有 多少 件 ？	x = [a] * ( 1 -( [b] / 100 ) )	{'[a]': '8000', '[b]': '39'}	4880
一 列 客车 和 一列 货车 同时 从 甲 、 乙 两个 城市 相对 开出 ， 客车 每 小时 行 [a] km ， 货车 每 小时 行 [b] km ， 经过 [c] 小时 两车 相遇 ． 甲 、 乙 两个 城市 间 的 铁路线 长 多少 千米 ？	x = ( [a] + [b] ) * [c]	{'[a]': '120', '[b]': '90', '[c]': '3.5'}	735
张 明 有 [a] 张 邮票 ， 李 亮 的 邮票 比 张 明 的 [b] 多 [c] 张 ． 李 亮 有 多少 张 邮票 ？	x = [a] * [b] + [c]	{'[a]': '48', '[b]': '0.8333333333333334', '[c]': '3'}	43
一 根 绳子 有 [a] 米 ， 每天 用 去 [b] ， 多少 天 可以 全部 用 完 ．	x = 1 / [b]	{'[a]': '10', '[b]': '0.2'}	5
甲 数 的 [a] 等于 乙 数 [b] ， 乙 数 是 [c] ， 甲 数 = ．	x = [c] * [b] / [a]	{'[a]': '0.3333333333333333', '[b]': '0.375', '[c]': '16'}	18
同学 们 练习 跳绳 ， 小 明 跳 了 [a] 下 ， 小强 跳 的 是 小 明 的 [b] ， 小 亮 跳 的 是 小强 的 [c] ． 小 亮 跳 了 多少 下 ？	x = [a] * [b] * [c]	{'[a]': '120', '[b]': '0.625', '[c]': '0.6666666666666666'}	50
[a] 千克 化肥 ， 装 了 [b] 袋 后 ， 还 剩 [c] 千克 ． 平均 每 袋装 了 几千克 ？	x = ( [a] - [c] ) / [b]	{'[a]': '450', '[b]': '26', '[c]': '8'}	17
5 年 一班 原有 班费 [a] 元 ， 同学 们 卖 废品 又 得到 [b] 元 ． 用 这些 钱 可以 买 [c] 根 跳绳 ， 每 根 跳绳 多少 钱 ？	x = ( [a] + [b] ) / [c]	{'[a]': '24.2', '[b]': '16.4', '[c]': '14'}	2.9
长方体 货仓 1 个 ， 长 [a] 米 ， 宽 [b] 米 ， 高 [c] 米 ， 这个 长方体 货仓 最 多 可 容纳 [d] 立方米 的 正方体 货箱 多少 个 ．	x = [a] * [b] * [c] / [d]	{'[a]': '40', '[b]': '30', '[c]': '15', '[d]': '8'}	2250
实验 小学 为 庆祝 “ 建党 90 周年 ” 组建 舞蹈队 与 合唱队 ． 舞蹈队 有 [a] 人 ， 合唱队 的 人数 比 舞蹈队 的 [b] 倍 还 多 [c] 人 ， 合唱队 多少 人 ？	x = [a] * [b] + [c]	{'[a]': '24', '[b]': '11', '[c]': '16'}	280
商店 购进 [a] 箱 梨 ， 每箱 [b] 千克 ， 每千克 卖 [c] 元 ， 这些 梨 一共 可以 卖 多少 元 ？	x = [a] * [b] * [c]	{'[a]': '200', '[b]': '18', '[c]': '6'}	21600
两个 数 的 差 是 [a] ， 减数 是 [b] ， 被减数 = ．	x = [a] + [b]	{'[a]': '539', '[b]': '761'}	1300
有 浓度 为 [a] % 的 食盐水 [b] 克 ， 为了 把 它 变成 浓度 是 [c] % 的 食盐水 ， 需要 使 它 蒸发掉 多少 克 的 水 ．	x = [b] - [b] * (3.2 / 100 ) /( [c] / 100 )	{'[a]': '3.2', '[b]': '500', '[c]': '8'}	300
百家 村 要 挖 一条 [a] 米 的 水渠 ， 第一天 挖 了 [b] % ， 第 二 天 挖 了 [c] ， 两天 共 挖 了 多少 米 ？	x = [a] * (( [b] / 100 ) + [c] )	{'[a]': '540', '[b]': '20', '[c]': '0.125'}	175.5
3 （ 4 ） 班 有 学生 [a] 人 ， 人人 订阅 报纸 ， 订 《 少年报 》 的 有 [b] 人 ， 订 《 小 主人 报 》 的 有 [c] 人 ， 那么 多少 人 订阅 两种 报纸 ．	x = [b] + [c] - [a]	{'[a]': '55', '[b]': '40', '[c]': '25'}	10
小 芳 将 一根 丝带 剪成 同样 长 的 [a] 段 ， 每 段长 [b] m ． 这根 丝带 原来 长 多少 米 ？	x = [a] * [b]	{'[a]': '8', '[b]': '0.1'}	((8)/(10))
扬州 日报 小 记者 假期 到 凤凰 岛 采风 ， 汽车 从 学校 出发 ， 每 小时 行 [a] 千米 ， [b] 小时 行 了 全程 的 [c] ， 照 这样 计算 ， 还要 多少 时间 才能 行 完全 程 ？	x = ( 1 - [c] ) / ( [c] / [b] )	{'[a]': '48', '[b]': '0.5', '[c]': '0.75'}	((1)/(6))
汽车 每 小时 行 [a] 千米 ， 是 火车 速度 的 [b] ， 火车 每 小时 行 多少 千米 ？	x = [a] / [b]	{'[a]': '80', '[b]': '0.6666666666666666'}	120
小 红 共 收集 邮票 [a] 张 ， 如果 再 多 收集 [b] 张 ， 就 正好 是 小 兰 收集 邮票 的 [c] 倍 ． 小 兰 收集 的 邮票 有 多少 张 ？	x = ( [a] + [b] ) / [c]	{'[a]': '867', '[b]': '231', '[c]': '3'}	366
外贸公司 计划 全年 盈利 [a] 万元 ， 实际 今年 盈利 [b] 万元 ， 今年 的 实际 盈利 额 将 超过 计划 百分之几 ？	x = ( [b] - [a] ) / [a]	{'[a]': '300', '[b]': '360'}	20%
李 芸 母亲 的 月工资 是 [a] 元 ， 按 个人所得税 规定 ， 每月 工资收入 扣除 [b] 元 后 的 余额 部分 ， 按 [c] % 的 比例 缴纳 个人所得税 ， 李 芸 的 母亲 每月 应 缴纳 个人所得税 多少 元 ？	x = ( [a] - [b] ) *( [c] / 100 )	{'[a]': '1200', '[b]': '800', '[c]': '5'}	20
某 工厂 5 月份 的 用水 指标 是 [a] 吨 ， 实际 只用 了 [b] 吨 ， 节约 了 百分之几 ？	x = ( [a] - [b] ) / [a]	{'[a]': '320', '[b]': '280'}	12.5%
A 、 B 两座 城市 相距 [a] 千米 ． 两辆 汽车 同时 从 甲 城 和 乙 城 出发 ， 相向 而 行 ， 每 小时 分别 行 [b] 千米 和 [c] 千米 ． 经过 几小时 两车 相遇 ？	x = [a] / ( [b] + [c] )	{'[a]': '1075', '[b]': '120', '[c]': '95'}	5
一 件 上衣 原价 [a] 元 ． 现在 打 [b] 销售 ， 这件 上衣 比 原来 便宜 了 多少 元 ．	x = [a] * ( 1 - [b] )	{'[a]': '500', '[b]': '0.8'}	100
一 根 钢管 长 [a] 米 ， 锯 成 [b] 米 一段 ， 如果 每 锯 一次 需要 [c] 分钟 ， 要 几分钟 才能 锯 完 ？	x = [c] * ( [a] / [b] - [b] )	{'[a]': '8', '[b]': '1', '[c]': '3'}	21
一 个 建筑工地 ， 第一天 运 来 水泥 [a] 袋 ， 比 第 二 天运 来 的 多 [b] 袋 ， 这 两天 一共 运 来 多少 袋 水泥 ？	x = [a] - [b] + [a]	{'[a]': '565', '[b]': '128'}	1002
小 华 每次 回家 上楼 要 走 [a] 个 台阶 ， 她 每 上 一层楼 要 走 [b] 个 台阶 ． 小 华 的 家住 在 几层楼 ？	x = [a] / [b] + 1	{'[a]': '108', '[b]': '18'}	7
粮库 要 运走 一批 面粉 ， 先 用 小 卡车 运 ， 每辆车 每次 运 [a] 吨 ， 运 了 [b] 次 ， 剩下 [c] 吨 面粉 用 大卡车 来 运 ， 这 批 面粉 共有 多少 吨 ？	x = [a] * [b] + [c]	{'[a]': '5', '[b]': '7', '[c]': '125'}	160
若干 同学 排成 一个 最 外层 每 边 [a] 人 共 [b] 层 的 中空 方阵 ， 那么 这 方阵 的 总 人数 = 多少 人 ．	x = ( [a] - 1 ) * [b]	{'[a]': '10', '[b]': '4'}	36
李 奶奶 在 菜市场 买 了 [a] 千克 的 茄子 ， 付出 [b] 元 ， 找回 [c] 元 ， 每千克 茄子 多少 元 ？	x = ( [b] - [c] ) / [a]	{'[a]': '5.2', '[b]': '20', '[c]': '4.4'}	3
李 明 收集 邮票 [a] 枚 ， 比 王 红 多 [b] ， 王 红 收集 邮票 多少 枚 ？	x = [a] / ( 1 + [b] )	{'[a]': '63', '[b]': '0.2857142857142857'}	49
育才 小学 有 女生 [a] 人 ， 男生 人数 比 女生 多 [b] % ． 这个 学校 有 学生 多少 人 ？	x = [a] * ( 1 + ( [b] / 100 ) ) + [a]	{'[a]': '900', '[b]': '20'}	1980
小 亮 妈妈 今年 元月 [a] 日 购买 了 [b] 的 国债 ， 年利率 为 [c] % 到期 是 她 可 获 本息 多少 元 ．	x = [b] + [b] * (3.14 / 100 ) * [a]	{'[a]': '1', '[b]': '20000', '[c]': '3.14'}	20628
去年 果园 里 有 梨树 和 桃树 共 [a] 棵 ， 其中 桃树 占 总数 的 [b] % ． 今年 又 种 一些 桃树 ， 梨树 棵 树 不变 ， 这 是 梨树 占 总数 的 [c] % ， 现在 这 两种 果树 一共 有 多少 棵 ．	x = [a] * ( 1 -( [b] / 100 ) ) /( [c] / 100 )	{'[a]': '400', '[b]': '40', '[c]': '48'}	500
金 湖 人民 修建 的 “ 金 宝 南线 ” 起 于 331 省 道 金马 公路 ， 止 于 京沪 高速公路 界首 段 ． 第一期 修 了 全长 的 [a] ， 第 二 期 修 了 全长 的 [b] % ， 还 剩 [c] 千米 没有 修 ． 金 宝 南线 公路 全长 多少 千米 ？	x = [c] / ( 1 - [a] -( [b] / 100 ) )	{'[a]': '0.5', '[b]': '25', '[c]': '12.5'}	50
建筑工地 需要 [a] 吨 水泥 ， 先 用 拖拉机 运 [b] 次 ， 每次 运 [c] 吨 ， 剩下 的 改用 卡车 运 ， 每次 运 [d] 吨 ， 还要 运 多少 次 ？	x = ( [a] - [c] * [b] ) / [d]	{'[a]': '54', '[b]': '16', '[c]': '1.5', '[d]': '5'}	6
一 个数 的 [a] 倍 比 [b] 个 [c] 大 [d] ， 求 这个 数 ？	x = ( [c] * [b] + [d] ) / [a]	{'[a]': '2.5', '[b]': '5', '[c]': '0.4', '[d]': '3'}	2
学校 共 展出 了 [a] 件 标本 ， 每块 展板 排 [b] 行 ， 每行 放 [c] 件 ． 可以 放满 几块 展板 ？	x = [a] / [c] / [b]	{'[a]': '336', '[b]': '6', '[c]': '8'}	7
一 瓶 可乐 [a] 升 ， 喝 了 [b] 升 ， 还 剩 多少 升 ．	x = [a] - [b]	{'[a]': '5', '[b]': '0.5'}	4((1)/(2))
电视机厂 计划 [a] 天 内 生产 [b] 台 电视机 ， 实际 比 计划 提前 [c] 天 完成 ， 实际 每天 生产 电视机 多少 台 ？	x = [b] / ( [a] - [c] )	{'[a]': '18', '[b]': '960', '[c]': '2'}	60
一 支 钢笔 现价 [a] 元 ， 是 原价 的 [b] ， 这 支 钢笔 的 原价 = 多少 元 ？	x = [a] / [b]	{'[a]': '16', '[b]': '0.8'}	20
甲班 和 乙班 共 [a] 人 ， 乙班 和 丙 班 [b] 人 ， 丙 班 和 丁 班 共 [c] 人 ， 问 甲班 和 丁 班 共 多少 人 ．	x = [a] + [c] - [b]	{'[a]': '96', '[b]': '89', '[c]': '86'}	93
快车 和 慢车 同时 从 甲地 出发 开往 乙地 ， 慢车 每 小时 行 [a] 千米 ， 经过 [b] 小时 两车 相距 [c] 千米 ， 快车 每 小时 行 多少 千米 ？	x = ( [a] * [b] + [c] ) / [b]	{'[a]': '50', '[b]': '3.5', '[c]': '56'}	66
小 平 在 踢毽 比赛 中 踢 了 [a] 下 ， 她 踢毽 的 数量 是 小 云 的 [b] ． 小 云 踢 了 多少 下 ？	x = [a] / [b]	{'[a]': '42', '[b]': '0.75'}	56
小 方 看 一本 [a] 页 的 故事书 ， 已经 看 了 [b] 天 ， 每天 看 [c] 页 ． 剩下 的 要 [d] 天 看 完 ， 平均 每天 看 多少 页 ？	x = ( [a] - [b] * [c] ) / [d]	{'[a]': '52', '[b]': '3', '[c]': '8', '[d]': '4'}	7
甲乙 两地 相距 [a] 千米 ， 一辆 汽车 从 甲地 开往 乙地 ， [b] 小时 行驶 了 [c] 千米 ， 照 这样 的 速度 ， 这辆 汽车 还 需要 多少 时间 就 能 到达 乙地 ？	x = ( [a] - [c] ) / ( [c] / [b] )	{'[a]': '540', '[b]': '3', '[c]': '180'}	6
参加 儿童 书法 的 有 [a] 名 学生 ， 参加 合唱队 的 人数 是 参加 儿童 书法 人数 的 [b] 倍 ． 参加 合唱队 有 多少 名 学生 ？	x = [a] * [b]	{'[a]': '15', '[b]': '7'}	105
养鸡场 养 了 [a] 只 小鸡 ， 养 的 大 鸡 的 只 数 是 小鸡 的 [b] 倍 ， 养鸡场 一共 养 了 多少 只 鸡 ？	x = [a] * [b] + [a]	{'[a]': '213', '[b]': '2'}	639
一 项 工程 ， [a] 个 工人 [b] 天 完成 ． 如果 要 [c] 天 完成 ， 需要 多少 个 工人 ？	x = [a] * [b] / [c]	{'[a]': '12', '[b]': '25', '[c]': '20'}	15
司机 王师傅 帮 商场 运 液晶电视 [a] 台 ， 合同 事先 规定 完好 运送 一台 得 [b] 元 ， 途中 损坏 的 倒赔 [c] 元 ， 没有 运到 不得 钱 ， 现在 他 已 全部 运到 ， 得 了 [d] 元 ， 他 损坏 了 几台 ？	x = ( [b] * [a] - [d] ) / ( [b] + [c] )	{'[a]': '20', '[b]': '70', '[c]': '40', '[d]': '1070'}	3
王 叔叔 开车 从 上海 运货 到 北京 用 了 [a] 小时 ， 货车 的 速度 是 [b] 千米 / 时 ， 返回 只用 了 [c] 小时 ， 货车 返回 平均 每 小时 行 多少 千米 ？	x = [b] * [a] / [c]	{'[a]': '10', '[b]': '42', '[c]': '7'}	60
5 （ 1 ） 班 有 [a] 人 ， 喜欢 打乒乓球 的 有 [b] 人 ， 喜欢 打 羽毛球 的 有 [c] 人 ． 有 [d] 人 两种 运动 都 不 喜欢 ． 既 喜欢 打乒乓球 ， 又 喜欢 打 羽毛球 的 至少 有 多少 人 ．	x = [b] + [c] - ( [a] - [d] )	{'[a]': '46', '[b]': '32', '[c]': '26', '[d]': '2'}	14
一 座 4 层 楼房 有 [a] 个 教室 ， 每个 教室 装 [b] 盏灯 ， 已经 装 好 了 [c] 盏 ， 还要 装 多少 盏灯 ？	x = [a] * [b] - [c]	{'[a]': '28', '[b]': '8', '[c]': '128'}	96
乔 乔 从 学校 到 家 [a] 米 共 走 了 [b] 分钟 ， 她 以 同样 的 速度 ， 从 距 家 [c] 米 的 游乐园 走 回家 ， 要 走 几分钟 ？ （ 列 综合 算式 解答 ）	x = [c] / ( [a] / [b] )	{'[a]': '720', '[b]': '12', '[c]': '420'}	7
王老师 买 了 新房子 ， 装修 用 了 [a] 万元 ， 比 计划 节约 了 [b] % ． 王老师 原 计划 用于 装修 的 费用 = 多少 万元 ？	x = [a] / ( 1 -( [b] / 100 ) )	{'[a]': '10.4', '[b]': '20'}	13
一 个数 的 [a] 是 [b] ， 这个 数 = ．	x = [b] / [a]	{'[a]': '0.75', '[b]': '27'}	36
湖里 有 [a] 只 鸭子 ， 岸上 的 鸭子 的 只 数 比 湖里 鸭子 的 [b] 倍 还 多 [c] 只 ， 一共 有 多少 只 鸭子 ？	x = [a] * [b] + [c] + [a]	{'[a]': '23', '[b]': '2', '[c]': '6'}	75
