a large bag of balls was kept under haley’s bed . her mom placed the balls in bags for children in foster homes . if every bag can contain [a] balls and haley has [b] balls , how many bags will be used ?	[a] * x = [b]	 0 	 0
a book is on sale for [a] % off . if the regular price is [b] dollars , what is the sale price ?	( 1 - [a] * .01 ) * [b] = x	 0 	 0
[a] of a number increased by [b] is [c] , what is the number ?	( [a] * x ) + [b] = [c]	 0 	 0
the cafeteria had [a] apples . for lunch they handed out [b] to students and decided to use the rest to make pies . if each pie takes [c] apples , how many pies could they make ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
there were [a] boys and [b] girls on the playground at recess . how many children were on the playground in all ?	x = ( [a] + [b] )	 0 	 0
virginia has [a] eggs and 8 skittles . if she shares the eggs among [b] friends , how many eggs does each friend get ?	x = ( [a] / [b] )	 0 	 0
benny bought [a] new baseball trading cards to add to his collection . the next day his dog ate half of his collection . there are now only [b] cards left . how many cards did benny start with ?	( x + [a] ) / 2 = [b]	 0 	 0
a mechanic charged [a] dollars an hour , plus [b] dollars for the parts . if the total bill was [c] dollars , how many hours did the job take ?	( [a] * x ) + [b] = [c]	 0 	 0
on saturday , sara spent $ [a] each on [b] tickets to a movie theater . sara also rented a movie for $ [c] , and bought a movie for $ 13.95 . how much money in total did sara spend on movies ?	( [b] * [a] ) + [c] + 13.59 = x	 0 	 0
for halloween haley scored [a] pieces of candy . she ate [b] pieces the first night and then her sister gave her [c] more pieces . how many pieces of candy does haley have now ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
janet has [a] stickers . she gets [b] more from ruth . how many stickers does janet have in all ?	x = ( [a] + [b] )	 0 	 0
greg and sharon own neighboring cornfields . greg harvested [a] acre of corn on monday and sharon harvested [b] acre . how many more acres did greg harvest than sharon ?	x = [a] - [b]	 0 	 0
aldo runs [a] miles in [b] minutes . at the same rate , how many miles would he run in [c] minutes ?	x / [c] = [a] / [b]	 0 	 0
suppose you are starting an office cleaning service . you have spent [a] dollars on equipment . to clean an office , you use [b] dollars worth of supplies you purchased . you charge [c] dollars per office . how many offices must you clean to break even ?	( ( 0 - [a] ) + ( [c] * x ) ) - ( [b] * x ) = 0.0	 0 	 0
there are [a] students making [b] stars each for the school wall . how many stars will they make all together ?	x = ( [a] * [b] )	 0 	 0
gavin has [a] shirts . [b] are blue the rest are green . how many green shirts does gavin have ?	x = ( [a] - [b] )	 0 	 0
eve ran [a] mile and walked [b] mile . how much farther did eve run than walk ?	x = [a] - [b]	 0 	 0
there were originally [a] houses in lincoln county . during a housing boom , developers built [b] . how many houses are there now in lincoln county ?	x = [a] + [b]	 0 	 0
there were [a] girls and [b] boys on the playground at recess . how many children were there in all ?	x = ( [a] + [b] )	 0 	 0
anne weighs [a] pounds . douglas weighs [b] pounds . how much heavier is anne than douglas ?	x = ( [a] - [b] )	 0 	 0
a store had [a] coloring books in stock . they ended up putting them on sale and getting rid of [b] of them . the put the ones they still had onto shelves with [c] on each shelf . how many shelves did they use ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
jeremy strolled [a] kilometers at [b] kilometers per hour . how long did jeremy stroll ?	x = ( [a] / [b] )	 0 	 0
paul was collecting cans for recycling . on saturday he filled [a] bags up and on sunday he filled [b] more bags . if each bag had [c] cans in it , how many cans did he pick up total ?	x = ( [c] * ( [a] + [b] ) )	 0 	 0
an airplane flew for [a] hours with a tail wind of [b] kilometers per hour . the return flight against the same wind took [c] hours . find the speed of the airplane in still air .	( [b] + x ) * [a] = ( x - [b] ) * [c]	 0 	 0
luke had [a] pieces of clothing to wash . he put [b] of them in 1 load , but decided to split the rest into [c] equal loads . how many pieces of clothing could go in each of the small loads ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
while shopping for music online , isabel bought [a] country albums and [b] pop albums . each album came with a lyric sheet and had [c] songs . how many songs did isabel buy total ?	x = ( [c] * ( [a] + [b] ) )	 0 	 0
dan spent $ [a] on a snake toy , and a cage cost him $ [b] . dan also found a dollar bill on the ground . what was the total cost of dan 's purchases ?	x = [a] + [b]	 0 	 0
a dust storm sweeps across the prairie . it covers [a] acres of the prairie in dust , but leaves [b] acres untouched . how many acres does the prairie cover ?	[a] + [b] = x	 0 	 0
brenda’s mother made cookies for [a] . if she prepared [b] cookies and each of them had the same number of cookies , how many did each of them have ?	[a] * x = [b]	 0 	 0
the schools debate team had [a] boys and [b] girls on it . if they were split into groups of [c] how many groups could they make ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
jesse has [a] bananas . if he shares them among [b] friends , how many bananas does each friend get ?	x = ( [a] / [b] )	 0 	 0
at the schools book fair victor bought [a] adventure books and [b] mystery books . if [c] of the books were used , how many new books did he buy ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
tom has [a] yellow balloons . sara has [b] yellow balloons . how many yellow balloons do they have in total ?	[a] + [b] = x	 0 	 0
john earned [a] dollars for each lawn he mowed . if he had [b] lawns to mow , but forgot to mow [c] of them , how much money did he actually earn ?	x = ( [a] * ( [b] - [c] ) )	 0 	 0
a book store had [a] books in the bargin bin . if they sold [b] books , but then put [c] more in the bin , how many books would be in the bin ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
in shannon 's apartment complex , [a] the apartments are one-bedroom apartments and [b] are two-bedroom apartments . what fraction of the apartments are either 1 - or two-bedroom apartments ?	x = [a] + [b]	 0 	 0
while on vacation , megan took [a] pictures at the zoo and [b] at the museum . if she later deleted [c] of the pictures , how many pictures from her vacation did she still have ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
the schools debate team had [a] boys and [c] girls on it . if they were split into groups of [c] how many groups could they make ?	x = ( ( [a] + [c] ) / [c] )	 0 	 0
jason has [a] pokemon cards . alyssa bought [b] of jason 's pokemon cards . how many pokemon cards does jason have now ?	x = [a] - [b]	 0 	 0
the cafeteria had [a] apples . for lunch they handed out [b] to students and decided to use the rest to make pies . if each pie takes [c] apples , how many pies could they make ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
there are [a] walnut trees currently in the park . park workers will plant [b] walnut trees today . how many walnut trees will the park have when the workers are finished ?	x = [a] + [b]	 0 	 0
the school cafeteria ordered [a] red apples and [b] green apples for students lunches . but , if only [c] students wanted fruit , how many extra did the cafeteria end up with ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
at the arcade , tom won [a] tickets playing 'whack a mole' and [b] tickets playing 'skee ball' . if he spent [c] of his tickets on a hat , how many tickets does tom have left ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
joan found [a] seashells and 14 starfishes on the beach . she gave tim some of her seashells . she has [b] seashell . how many seashells did she give to tim ?	[a] - x = [b]	 0 	 0
a [a] ounce can of cranberry juice sells for [b] cents . what is the cost in cents per ounce .	x = [b] / [a]	 0 	 0
there are [a] boys and some girls on the playground . there are [b] children altogether . how many girls are on the playground ?	x = ( [b] - [a] )	 0 	 0
each bottle cap costs $ [b] . how much do [b] bottle caps cost ?	x = ( [b] * [b] )	 0 	 0
a pet store had [a] puppies . in 1 day they sold [b] of them and put the rest into cages with [c] in each cage . how many cages did they use ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
chloe baked [a] brownies , but needed [b] total for her party . if she used [c] cups of flour on each one , how much cups of flour does she still need ?	x = ( [c] * ( [b] - [a] ) )	 0 	 0
white t-shirts can be purchased in packages of [a] . if mom buys [b] packages , how many white t-shirts will mom have ?	[a] * [b] = x	 0 	 0
a restaurant served [a] cakes during lunch and [b] during dinner today . how many cakes were served today ?	x = [a] + [b]	 0 	 0
jason had to submit [a] animation projects as per his syllabus in the final semesters . he scored [b] , [f] , [d] , and [e] points out of 100 in 4 projects . what should be his score in the fifth project so that the average of his projects is at least [f] ?	( ( ( ( [b] + [f] ) + [d] ) + [e] ) + x ) / [a] = [f]	 0 	 0
[a] ducks are swimming in a lake . [b] more ducks come to join them . how many ducks are swimming in the lake ?	x = ( [a] + [b] )	 0 	 0
william starts with [a] tickets . he buys [b] more . how many tickets does william end with ?	x = ( [a] + [b] )	 0 	 0
aliyah had some candy to give to her [a] children . she first took [b] pieces for herself and then evenly divided the rest among her children . each child received [c] pieces . with how many pieces did she start ?	( x - [b] ) / [a] = [c]	 0 	 0
third-grade students went to a concert in [a] buses . each bus took [b] students . how many students went to the concert ?	x = ( [a] * [b] )	 0 	 0
mike is at the library helping put away books . there are [a] book to put away total but a librarian takes [b] of them and leaves mike with the rest . if he can fit [c] books on a shelf , how many shelves will he need ?	x = ( ( [a] - [b] ) / [c] )	 0 	 0
evelyn starts with [a] bottle caps . she finds another [b] . how many bottle caps does evelyn end with ?	x = ( [a] + [b] )	 0 	 0
to fill an order , the factory dyed [a] yards of silk green and [b] yards pink . how many yards of silk did it dye for that order ?	x = [a] + [b]	 0 	 0
there are [a] cards . [b] cards more are added . how many are there total ?	x = ( [a] + [b] )	 0 	 0
a florist had [a] roses . if she sold [b] of them and then later picked [c] more , how many roses would she have ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
sally saw [a] dozen birds in a tree . how many birds did sally see ?	[a] * 12 = x	 0 	 0
there are [a] calories in a candy bar . how many calories are there in [b] candy bars ?	[a] * [b] = x	 0 	 0
one stamp costs [a] cents . if the cost of each stamp remains the same , how much would [b] stamps cost ?	[a] * [b] = x	 0 	 0
while digging through her clothes for ice cream money , joan found [a] dimes in her jacket , and [b] dimes in her shorts . how much money did joan find ?	( [a] * 0.1 ) + ( [b] * 0.1 ) = x	 0 	 0
fred grew [a] cantelopes . tim grew [b] cantelopes . how many cantelopes did they grow in total ?	[a] + [b] = x	 0 	 0
a teacher had [a] worksheets to grade . if she graded [b] , but then another [c] were turned in , how many worksheets would she have to grade ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
a textbook costs a bookstore [a] dollars , and the store sells it for [b] dollars . find the amount of profit based on the selling price .	x = [b] - [a]	 0 	 0
there were [b] friends playing a video game online when [b] more players joined the game . if each player had [c] lives , how many lives did they have total ?	x = ( [c] * ( [b] + [b] ) )	 0 	 0
at the fair there were [a] people in line for the bumper cars . if [b] of them got tired of waiting and left and [c] more got in line , how many people would be in line ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
there are [a] pencils in the drawer . nancy placed [b] pencils in the drawer . how many pencils are now there in total ?	x = [a] + [b]	 0 	 0
bonnie 's science class recorded the rainfall each day . they recorded [a] centimeter of rain on monday , [b] centimeter of rain on tuesday , and [c] centimeter of rain on wednesday . how many centimeters of rain did the class record in all ?	x = [a] + [b] + [c]	 0 	 0
[a] less than [b] times a number equals [c] . what is the number ?	( [b] * x ) - [a] = [c]	 0 	 0
at a restaurant each adult meal costs $ [a] and kids eat free . if a group of [b] people came in and [c] were kids , how much would it cost for the group to eat ?	x = ( [a] * ( [b] - [c] ) )	 0 	 0
oscar 's bus ride to school is [a] mile and charlie 's bus ride is [b] mile . how much longer is oscar 's bus ride than charlie 's ?	x = [a] - [b]	 0 	 0
george had [a] socks . if he threw away [b] old ones that did n't fit and bought [c] new ones , how many socks would he have ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
a farmer started the day with [a] buckets of seeds . after spending the morning sowing seeds , she now has [b] buckets . how many buckets of seeds did the farmer sow ?	x = [a] - [b]	 0 	 0
there are [a] students in the class and [b] pencils . if the pencils are divided equally among the students , how many does each student get ?	x = ( [b] / [a] )	 0 	 0
at the fair kaleb bought [a] tickets . after riding the ferris wheel he had [b] tickets left . if each ticket cost [c] dollars , how much money did kaleb spend riding the ferris wheel ?	x = ( [c] * ( [a] - [b] ) )	 0 	 0
a florist had [a] roses . if she sold [b] of them and then later picked [c] more , how many roses would she have ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
at the town carnival billy rode the ferris wheel [a] times and the bumper cars [b] times . if each ride cost [c] tickets , how many tickets did he use ?	x = ( [c] * ( [a] + [b] ) )	 0 	 0
a toy store had [a] giant stuffed bears in stock when they got another shipment with [b] bears in it . the put the bears onto shelves with [c] on each shelf . how many shelves did they use ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
emily was playing a video game and had [a] lives . in a hard part of the game she lost [b] lives . if she got [c] more lives in the next level , how many lives would she have ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
for the school bake sale paige made pastries . she baked [a] cupcakes and [b] cookies . after the sale she had [c] to take back home . how many pastries did she sell ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
sandy has [a] books , benny has [b] books , and tim has [c] books . how many books do they have together ?	[a] + [b] + [c] = x	 0 	 0
april 's discount flowers was having a sale where each flower was [a] dollars . if emily bought [c] roses and [c] daisies , how much did she spend ?	x = ( [a] * ( [c] + [c] ) )	 0 	 0
mike has [a] books in his library . he bought several books at a yard sale over the weekend . he now has [b] books in his library . how many books did he buy at the yard sale ?	[a] + x = [b]	 0 	 0
jason had pokemon cards . he gave [a] pokemon cards to his friends . he now has [b] pokemon cards left . how many pokemon cards did he have to start with ?	x - [a] = [b]	 0 	 0
mrs . hilt went to a concert . a total of [a] people attended the concert . the next week , mrs . hilt went to a second concert , which had [b] more people in attendance . how many people were at the second concert ?	[a] + [b] = x	 0 	 0
mrs . hilt bought an ice cream cone for [a] cents . how much would [b] ice cream cones cost ?	x = ( [a] * [b] )	 0 	 0
sandy is baking a cake . the recipe wants [a] cups of flour . she already put in [b] cups . how many more cups does she need to add ?	[a] = [b] + x	 0 	 0
the hudson river flows at a rate of [a] miles per hour . a patrol boat travels [b] miles upriver , and returns in a total time of [c] hours . what is the speed of the boat in still water ?	( [b] / ( x - [a] ) ) + ( [b] / ( [a] + x ) ) = [c]	 0 	 0
tim got [a] nickels and [b] dimes for shining shoes , and in his tip jar found [c] dimes and [d] half-dollars . how much money did tim get ?	( [a] * 0.05 ) + ( [b] * 0.1 ) + ( [c] * 0.1 ) + ( [d] * 0.5 ) = x	 0 	 0
the number of kilograms of water in a human body varies directly as the total body weight . a person who weighs [a] kilograms contains [b] kilograms of water . how many kilograms of water are in a person weighing [c] kilograms ?	[b] / [a] = x / [c]	 0 	 0
mary is baking a cake . the recipe calls for [a] cups of flour and 3 cups of sugar . she already put in [b] cups of flour . how many cups of flour does she need to add ?	x = [a] - [b]	 0 	 0
for halloween janet and her sister combined the candy they received . janet had [a] pieces of candy while her sister had [b] . if they ate [c] pieces the first night , how many pieces do they have left ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
a waitress put leftover tarts into the fridge on thursday night . she noticed that the restaurant had [c] tart filled with cherries , [b] tart filled with blueberries , and [c] tart filled with peaches . how many leftover tarts did the restaurant have in all ?	x = [c] + [b] + [c]	 0 	 0
at the carnival , tickets for the rides are [a] dollars each , or you can buy an armband for [b] dollars and ride unlimited for 1 night . at how many rides does the armband cost the same as buying individual tickets ?	[a] * x = [b]	 0 	 0
a car rented for [a] dollars per day plus [b] dollars per mile . julia paid [c] dollars for a 1-day rental . how far did she drive , in miles ?	[a] + ( [b] * x ) = [c]	 0 	 0
three friends own a car in florida . [a] owns [b] of the car the second owns [c] . how much does the third own ?	x = [a] - [b] - [c]	 0 	 0
rachel bought 2 coloring books . 1 had [a] pictures and the other had [b] . after 1 week she had already colored [c] of the pictures . how many pictures does she still have to color ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
april 's discount flowers was having a sale where each rose was [c] dollars . if april started with [b] roses and had [c] roses left , how much money did she earn ?	x = ( [c] * ( [b] - [c] ) )	 0 	 0
there are [a] bananas in a pile on the desk . each banana comes in a package of 17 . [b] bananas are added to the pile . how many bananas are there in the pile ?	x = ( [a] + [b] )	 0 	 0
there are [a] birds and [b] nests . how many more birds are there than nests ?	x = ( [a] - [b] )	 0 	 0
a waiter at 'the greasy spoon' restaurant had [a] customers to wait on . during the lunch rush he added another [b] customers . if [c] of the customers did n't leave him a tip , how many customers did leave a tip ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
sally has [a] blue balloons . fred has [b] times more blue balloons than sally . how many blue balloons does fred have now ?	[a] * [b] = x	 0 	 0
sara , keith , benny , and alyssa each have [a] baseball cards . how many dozen baseball cards do they have in all ?	4 * [a] = x * 12	 0 	 0
the school cafeteria ordered [a] red apples and [b] green apples for students lunches . but , if only [c] students wanted fruit , how many extra did the cafeteria end up with ?	x = ( ( [a] + [b] ) - [c] )	 0 	 0
the sum of [a] times a number and [b] more than the number is the same as the difference between -11 and twice the number . what is the number ?	( [a] * x ) + ( [b] + x ) = ( - 11.0 ) - ( 2.0 * x )	 0 	 0
joan had [a] dimes in her bank . she spent [b] of her dimes . how many dimes does she have now ?	x = [a] - [b]	 0 	 0
dalton wants to buy a jump rope that costs $ [a] , a board game that costs $ [b] , and a playground ball that costs $ [c] . he has saved $ [d] from his allowance , and his uncle gave him $ [e] . how much more money does dalton need to buy the jump rope , the game , and the ball ?	( ( [a] + [b] ) + [c] ) - ( [d] + [e] ) = x	 0 	 0
marilyn starts with [a] bottle caps . she shares [b] with nancy . how many bottle caps does marilyn end with ?	x = ( [a] - [b] )	 0 	 0
john had [c] action figures , but needed [b] total for a complete collection . if each 1 costs $ [c] , how much money would he need to finish his collection ?	x = ( [c] * ( [b] - [c] ) )	 0 	 0
ashley sold [b] boxes of samoas . how many cases of [b] boxes , plus extra boxes does ashley need ?	x = ( [b] / [b] )	 0 	 0
kenji and his classmates placed colored blocks on a scale during a science lab . the yellow block weighed [a] pounds and the green block weighed [b] pounds . how much more did the yellow block weigh than the green block ?	[a] - [b] = x	 0 	 0
paige was unboxing some of her old winter clothes . she found [a] boxes of clothing and inside each box there were [c] scarves and [c] mittens . how many pieces of winter clothing did paige have total ?	x = ( [a] * ( [c] + [c] ) )	 0 	 0
wendy picked [a] flowers for her friend’s wedding . she was making bouquets with [b] flowers in each 1 . if [c] of the flowers wilted before the wedding , how many bouquets could she still make ?	x = ( ( [a] - [c] ) / [b] )	 0 	 0
if the sum of [a] and a number is multiplied by [b] the result is [c] . what is the number ?	( [a] + x ) * [b] = [c]	 0 	 0
sally had [a] pokemon cards . dan gave her [b] new pokemon cards . sally bought [c] pokemon cards . how many pokemon cards does sally have now ?	x = [a] + [b] + [c]	 0 	 0
a small publishing company is planning to publish a new book . the production costs will include one-time fixed costs and variable costs . the one-time fixed costs will amount to [a] dollars . the variable costs will be [b] dollars per book . the publisher will sell the finished product to bookstores at a price of [c] dollars per book . how many books must the publisher print and sell so that the production costs will equal the money obtained from sales ?	( [c] * x ) - ( [b] * x ) = [a]	 0 	 0
a sandbox is [a] centimeters long and [b] centimeters wide . how many square centimeters of ground does the sandbox cover ?	x = ( [a] * [b] )	 0 	 0
a restaurant served [a] pizzas during lunch and [b] during dinner today . how many pizzas were served today ?	[a] + [b] = x	 0 	 0
at oliver 's restaurant a group with [a] adults and [b] children came in to eat . if each meal cost [c] dollars , how much was the bill ?	x = ( [c] * ( [a] + [b] ) )	 0 	 0
there are [a] orchid bushes currently in the park . park workers will plant [b] orchid bushes today . how many orchid bushes will the park have when the workers are finished ?	x = [a] + [b]	 0 	 0
keith bought [a] eggs from the store to bake some cakes . how many dozen eggs did keith buy ?	[a] = x * 12	 0 	 0
sarah has [b] boxes of apples . each box holds [b] apples . how many apples does sarah have ?	x = ( [b] * [b] )	 0 	 0
charles has [a] skittles . diana takes [b] away . how many skittles will charles have ?	x = ( [a] - [b] )	 0 	 0
maggi had [a] packages of cupcakes . there are [b] cupcakes in each package . she ate 5 cupcakes . how many are left ?	x = ( [a] * [b] )	 0 	 0
marlee has [a] guests coming to her halloween party . each table will hold [b] guests . how many tables will she need ?	x = ( [a] / [b] )	 0 	 0
students at arcadia schools are participating in a coat drive . [a] coats have been collected so far . [b] coats were collected from the high schools , and the rest from the elementary schools . how many coats were collected at the elementary schools ?	x = [a] - [b]	 0 	 0
there are [a] pencils in the drawer . mike placed [b] pencils in the drawer . how many pencils are now there in total ?	x = [a] + [b]	 0 	 0
jason had [a] quarters in his bank . his dad gave him [b] quarters . how many quarters does he have now ?	x = [a] + [b]	 0 	 0
sam has [a] blue and 25 green balloons . alyssa has [b] blue balloons . how many blue balloons do they have in all ?	x = [a] + [b]	 0 	 0
you have [a] balloons and your friend has [b] balloons . how many more balloons do you have than your friend ?	x = ( [a] - [b] )	 0 	 0
there are [a] walnut trees and 12 orange trees currently in the park . park workers had to cut down [b] walnut trees that were damaged . how many walnut trees will be in the park when the workers are finished ?	x = [a] - [b]	 0 	 0
beth has [a] packs of crayons . each pack has [b] crayons in it . she also has 6 extra crayons . how many crayons does beth have altogether ?	x = ( [a] * [b] )	 0 	 0
there were [a] bales of hay in the barn . tim stacked bales in the barn today . there are now [b] bales of hay in the barn . how many bales did he store in the barn ?	x = [b] - [a]	 0 	 0
mark 's father gave him $ [a] . mark bought [b] books , each of which cost $ [c] . how much money does mark have left ?	[a] - ( [b] * [c] ) = x	 0 	 0
a spaceship traveled [a] of a light-year from earth to planet x and [c] of a light-year from planet x to planet y . then it traveled [c] of a light-year from planet y back to earth . how many light-years did the spaceship travel in all ?	[a] + [c] + [c] = x	 0 	 0
a restaurant served [a] cakes during lunch and [b] during dinner today . how many cakes were served today ?	[a] + [b] = x	 0 	 0
james rode [a] miles at [b] miles per hour . how long did james ride ?	x = ( [a] / [b] )	 0 	 0
the difference of [a] and [b] times a number is the same as the sum of the number and -10 . find the number .	[a] - ( [b] * x ) = ( - 10.0 ) + x	 0 	 0
paul had saved up [a] dollars . if he received another [b] dollars for his allowance , how many [c] dollar toys could he buy ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
find a number so that [a] less than [b] the number is [c] the number .	( [b] * x ) - [a] = [c] * x	 0 	 0
henry wants to split a collection of crayons into groups of [a] . henry has [b] crayons . how many groups will be created ?	x = ( [b] / [a] )	 0 	 0
1 cell phone plan costs [a] dollars per month . the first 2500 minutes of use are free . each minute thereafter costs [b] dollars . for a bill of [c] dollars , how many minutes over 2500 was the cell phone in use ?	x = ( [c] - [a] ) / [b]	 0 	 0
johnny saved $ [a] in september . he saved $ [b] in october and $ [c] in november . then johnny spent $ [d] on a video game . how much money does johnny have left ?	( [a] + ( [b] + [c] ) ) - [d] = x	 0 	 0
jill invited [a] people to her birthday party . they each ate [b] pieces of pizza . how many pieces of pizza did they eat ?	[a] * [b] = x	 0 	 0
faye had [a] coloring books . if she gave away [b] of them , but then bought [c] more , how many would she have total ?	x = ( ( [a] + [c] ) - [b] )	 0 	 0
while shopping for music online , zoe bought [c] country albums and [b] pop albums . each album came with a lyric sheet and had [c] songs . how many songs did zoe buy total ?	x = ( [c] * ( [c] + [b] ) )	 0 	 0
joshua has [a] skittles and 6 eggs . if he shares the skittles among [b] friends , how many skittles does each friend get ?	x = ( [a] / [b] )	 0 	 0
a restaurant sold [a] hamburgers last week . how many hamburgers on average were sold each day ?	[a] / 7 = x	 0 	 0
anna collects [a] blocks . anna 's father gives anna [b] more . how many blocks does anna have ?	x = ( [a] + [b] )	 0 	 0
mary went to the mall . she spent $ [a] on a shirt and $ [b] on a jacket . she went to 2 shops . in total , how much money did mary spend on clothing ?	x = [a] + [b]	 0 	 0
what is the msrp for a hummer h1 that sold for [a] dollars after an [b] % discount ?	x - ( ( [b] * 0.01 ) * x ) = [a]	 0 	 0
sunshine truck rentals rents a truck at a daily rate of [a] dollars plus [b] cents per mile . city rentals rents the same size truck at [c] dollars plus [d] cents per mile . for what mileable is the cost the same ?	[a] + ( [b] * 0.01 * x ) = [c] + ( [d] * 0.01 * x )	 0 	 0
mary is baking a cake . the recipe wants [a] cups of flour . she already put in [b] cups . how many more cups does she need to add ?	[a] = [b] + x	 0 	 0
sally grew [a] carrots . fred grew [b] carrots . how many carrots did they grow in all ?	[a] + [b] = x	 0 	 0
katherine has [a] bottle caps . [b] are eaten by a hippopotamus . how many bottle caps will katherine have ?	x = ( [a] - [b] )	 0 	 0
joan had [a] pokemon cards , and 6 were torn . sara bought [b] of joan 's pokemon cards . how many pokemon cards does joan have now ?	x = [a] - [b]	 0 	 0
there were [a] bales of hay in the barn . jason stacked bales in the barn today . there are now [b] bales of hay in the barn . how many bales did he store in the barn ?	[a] + x = [b]	 0 	 0
mike worked [a] hours , each day , for [b] days . how many hours did he work in total ?	[a] * [b] = x	 0 	 0
maria was making baggies of cookies with [a] cookies in each bag . if she had [b] chocolate chip cookies and [c] oatmeal cookies , how many baggies could she make ?	x = ( ( [b] + [c] ) / [a] )	 0 	 0
there are [a] pencils in the drawer . tim placed [b] more pencils in the drawer . how many pencils are now there in total ?	[a] + [b] = x	 0 	 0
paul had saved up [a] dollars . if he received another [b] dollars for his allowance , how many [c] dollar toys could he buy ?	x = ( ( [a] + [b] ) / [c] )	 0 	 0
if karen sold [a] boxes of tagalongs , how many cases of [b] boxes does karen pickup from the cookie mom ?	x = ( [a] / [b] )	 0 	 0
