class fund totaling 127.0 dollars to an	yes
class A is 7.0 dollars short of	yes
dollars short of 0.6667 of the amount	yes
two numbers is 73.0 . The second	yes
The second is 7.0 more than 5.0	yes
7.0 more than 5.0 times the first	yes
. There are 2.0 strengths of white	no
white vinegar, a 5.0 % solution and	yes
solution and a 10.0 % solution .	yes
milliliters of the 5.0 % solution and	yes
mix to make 50.0 milliliters of a	yes
milliliters of a 9.0 % vinegar solution	yes
two numbers is 18.0 . If twice	yes
smaller number is 6.0 more than the	yes
null Tickets cost 4.0 dollars for students	yes
students , and 6.0 dollars for general	yes
. You sell 525.0 tickets and collect	yes
tickets and collect 2876.0 dollars . How	yes
A hotel purchased 38.0 bath towels and	yes
bath towels and 61.0 washcloths for a	yes
total cost of 791.5 dollars . A	yes
second purchase of 54.0 bath towels and	yes
bath towels and 50.0 washcloths , at	yes
prices , cost 923.0 dollars . Find	yes
a test of 30.0 problems . Each	yes
problem is worth 3.0 points . Each	yes
problem is worth 5.0 points . The	yes
the test is 110.0 points . How	yes
Adult tickets cost 5.0 dollars and children	yes
's tickets cost 3.0 dollars . You	yes
. You sell 1510.0 tickets and collect	yes
tickets and collect 6138.0 dollars . Determine	yes
whose sum is 45.0 and such that	yes
that one is 4.0 times as large	yes
University Theater sold 510.0 tickets for a	yes
. Tickets cost 21.0 dollars per adult	yes
per adult and 15.0 dollars per senior	yes
total receipts were 8748.0 dollars , how	yes
whose sum is 14.0 if one number	yes
one number is 3.0 times as large	yes
Community Barbecue served 250.0 dinners . A	yes
's plate cost 3.5 dollars and an	yes
's plate cost 7.0 dollars . A	yes
A total of 1347.5 dollars was collected	yes
's salary is 1250.0 dollars a month	yes
month plus a 5.0 % commission on	yes
earn at least 1500.0 dollars each month	yes
null null A 40.0 % sugar solution	yes
added to an 85.0 % sugar solution	yes
solution to create 1800.0 milliliters of a	yes
milliliters of a 60.0 % solution .	yes
milliliters of the 40.0 % solution should	yes
millileters of the 85.0 % solution ?	yes
The sum of 0.75 of a number	yes
null null null 7.0 less than 4.0	yes
7.0 less than 4.0 times a number	yes
a number equals 13.0 . What is	yes
null Paul has 30.0 postcards . He	yes
. He has 4.0 times as many	yes
Student tickets cost 4.0 dollars and general	yes
admission tickets cost 6.0 dollars . You	yes
. You sell 525.0 tickets and collect	yes
tickets and collect 2876.0 dollars . How	yes
flax on his 240.0 acre farm .	yes
wants to plant 80.0 more acres of	yes
the money at 7.0 % and the	yes
the rest at 9.0 % . He	yes
a total of 970.0 dollars in interest	yes
was invested at 7.0 % ? null	yes
oldest bride was 19.0 yr older than	yes
their ages totaled 185.0 years . How	yes
that will host 764.0 people . When	yes
tables they need 2.0 forks for each	yes
each child and 5.0 forks for each	yes
a total of 2992.0 forks , how	yes
an average of 30.0 miles per gallon	yes
second car gets 25.0 miles per gallon	yes
a total of 1700.0 miles in that	yes
gas consumption of 60.0 gallons . How	yes
family there are 2.0 cars . The	no
particular week is 45.0 . The first	yes
car has consumed 40.0 gallons during that	yes
car has consumed 20.0 gallons , for	yes
a total of 1400.0 miles driven by	yes
each of the 2.0 cars that week	no
set by the 1906.0 Chicago Cubs for	no
The Mainers won 24.0 more than twice	yes
. They played 162.0 regular season games	yes
his height is 41.5 inches . At	yes
the child was 38.5 inches tall .	yes
's tickets for 4.0 dollars and adult	yes
adult tickets for 7.0 dollars . One	yes
. One night 575.0 tickets worth 3575.0	yes
575.0 tickets worth 3575.0 dollars were sold	yes
a cork cost 2.1 dollars . A	yes
a cork costs 2.0 dollars more than	yes
A total of 366.0 tickets were sold	yes
average speed of 2.0 miles per hour	yes
average speed was 3.0 miles per hour	yes
a bottle of 7.0 % hydrogen peroxide	yes
a bottle of 4.0 % hydrogen peroxide	yes
The cosmetologist needs 300.0 milliliters of a	yes
milliliters of a 5.0 % hydrogen peroxide	yes
. He has 125.0 cards total .	yes
their sum is 96.0 . Find the	yes
a test worth 200.0 points . There	yes
a total of 30.0 5-point and 10-point	yes
